prediction_time,Province,selected_model_1h,selected_model_status_1h,selected_model_6h,selected_risk_score_6h,selected_risk_percentile_6h,selected_risk_level_6h,selected_model_status_6h,selected_model_24h,selected_risk_score_24h,selected_risk_percentile_24h,selected_risk_level_24h,selected_model_status_24h,planned_known_now,planned_known_next_1h,planned_known_next_6h,planned_known_next_24h,hours_to_next_known_planned_outage
2024-01-02 11:00:00,ANTSIRANANA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0074658402091855,50.25111288665678,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0013538520643153,70.44287181828558,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 11:00:00,FIANARANTSOA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0054839691019322,57.68177148727314,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0,33.74614770003424,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 11:00:00,MAHAJANGA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.1268232540591032,74.90012555644333,LOW,EXPERIMENTAL,RANDOM_FOREST,0.2346895556742107,20.625499372217785,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 11:00:00,TOAMASINA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0516359056445517,72.38899668987558,LOW,EXPERIMENTAL,RANDOM_FOREST,0.4045694466103191,46.832553361488415,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 11:00:00,TOLIARY,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0076756768780626,49.71464444698094,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0,30.92112772514553,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 12:00:00,ANTANANARIVO,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0065217363071637,29.985161511243007,LOW,EXPERIMENTAL,RANDOM_FOREST,0.1049560392621114,48.73872845565575,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 12:00:00,ANTSIRANANA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0074658402091855,50.25111288665678,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0013538520643153,70.44287181828558,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 12:00:00,FIANARANTSOA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0058493785944147,63.26903321538637,LOW,EXPERIMENTAL,RANDOM_FOREST,0.0,33.74614770003424,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 12:00:00,MAHAJANGA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.1419173631573753,76.95468553818058,LOW,EXPERIMENTAL,RANDOM_FOREST,0.2803617409426999,27.23433398013925,LOW,MVP_CANDIDATE,0,0,0,0,
2024-01-02 12:00:00,TOAMASINA,UNAVAILABLE,INSUFFICIENT_LOCAL_DATA,HIST_GRADIENT_BOOSTING,0.0560989994681178,73.9641593425408,LOW,EXPERIMENTAL,RANDOM_FOREST,0.4247800878697547,51.06722976829129,LOW,MVP_CANDIDATE,0,0,0,0,
